설립구분,표준학교코드,학교명,관할조직명,도로명우편번호,도로명주소,도로명상세주소,설립일자,개교기념일,시도교육청코드,적재일시,위도,경도
공립,7041106,서울고척초등학교,서울특별시남부교육지원청,8232,서울특별시 구로구 경서로 31,(고척동),19671206,19671206,B10,20230326,37.5007474,126.8572057
공립,7041105,서울고원초등학교,서울특별시남부교육지원청,8275,서울특별시 구로구 경인로46길 13,(고척동/ 서울고원초등학교),20040301,20040501,B10,20230326,37.4974664,126.8657362
공립,7041104,서울고산초등학교,서울특별시남부교육지원청,8223,서울특별시 구로구 중앙로 6,(고척동/ 고산초등학교),19910902,19911029,B10,20230326,37.4991292,126.8654428
공립,7041103,서울개웅초등학교,서울특별시남부교육지원청,8349,서울특별시 구로구 개봉로11길 98,(개봉동/개웅초등학교),19980731,19980731,B10,20230326,37.4883826,126.8501628
공립,7041102,서울개봉초등학교,서울특별시남부교육지원청,8333,서울특별시 구로구 개봉로16길 30-11,(개봉동),19710901,19711204,B10,20230326,37.4894288,126.8584501
공립,7041101,서울개명초등학교,서울특별시남부교육지원청,8355,서울특별시 구로구 개봉로1다길 16-9,(개봉동/개명초등학교),19831203,19840504,B10,20230326,37.482935,126.8506977
공립,7041100,서울가산초등학교,서울특별시남부교육지원청,8530,서울특별시 금천구 남부순환로 1304-11,/ 서울가산초등학교 (독산동),19830625,19840614,B10,20230326,37.4779694,126.8964435
사립,7041099,동광초등학교,서울특별시남부교육지원청,8656,서울특별시 금천구 탑골로10길 45,/ 동광초등학교 (시흥동),20010301,20010305,B10,20230326,37.4512743,126.916348
공립,7031285,서울어울초등학교,서울특별시서부교육지원청,3370,서울특별시 은평구 통일로 650,/ 서울어울초등학교 (녹번동),20180901,20181031,B10,20230326,37.6063438,126.9351259
공립,7031278,서울가재울초등학교,서울특별시서부교육지원청,3711,서울특별시 서대문구 모래내로15길 61,(남가좌동),20160301,20160501,B10,20230326,37.5736551,126.9184086
공립,7031232,서울은빛초등학교,서울특별시서부교육지원청,3301,서울특별시 은평구 진관3로 73-17,(진관동),20110113,20110509,B10,20230326,37.6407397,126.9206861
공립,7031231,서울하늘초등학교,서울특별시서부교육지원청,3918,서울특별시 마포구 월드컵북로 502-14,/ 서울하늘초등학교 (상암동),20110301,20110405,B10,20230326,37.58546520000001,126.8807982
공립,7031230,서울수리초등학교,서울특별시서부교육지원청,3362,서울특별시 은평구 불광로14길 10-10,(불광동),20110301,20110301,B10,20230326,37.6202931,126.9341638
사립,7031177,홍익대학교사범대학부속초등학교,서울특별시서부교육지원청,3967,서울특별시 마포구 성미산로 51,(성산동),19660312,19660312,B10,20230326,37.5598163,126.9133449
사립,7031176,충암초등학교,서울특별시서부교육지원청,3481,서울특별시 은평구 가좌로5길 5,(응암동),19651115,19661109,B10,20230326,37.5849613,126.9214457
사립,7031175,추계초등학교,서울특별시서부교육지원청,3762,서울특별시 서대문구 북아현로11가길 7,(북아현동/추계초등학교),19640720,19640720,B10,20230326,37.5627129,126.9533273
사립,7031174,이화여자대학교사범대학부속초등학교,서울특별시서부교육지원청,3765,서울특별시 서대문구 성산로 512-39,(대신동/이화여대부속초등학교),19550408,19550408,B10,20230326,37.5609487,126.9426523
사립,7031172,예일초등학교,서울특별시서부교육지원청,3412,서울특별시 은평구 연서로 117,/ 예일초등학교 (구산동),19650926,19650926,B10,20230326,37.6101582,126.9153115
사립,7031170,선일초등학교,서울특별시서부교육지원청,3322,서울특별시 은평구 갈현로29길 27,/ 선일초등학교 (갈현동),19650907,19650907,B10,20230326,37.6197355,126.912473
공립,7031169,서울홍제초등학교,서울특별시서부교육지원청,3616,서울특별시 서대문구 홍은중앙로 13,/ 서울홍제초등학교 (홍은동),19370521,19370521,B10,20230326,37.5925972,126.9439061
공립,7031168,서울홍은초등학교,서울특별시서부교육지원청,3617,서울특별시 서대문구 세검정로 105,/ 홍제동/서울홍은초등학교 (홍제동),19740306,19740306,B10,20230326,37.597357,126.9496883
공립,7031167,서울홍연초등학교,서울특별시서부교육지원청,3657,서울특별시 서대문구 백련사길 55,/ 서울홍연초등학교 (홍은동),19750703,19750703,B10,20230326,37.5817146,126.9310399
공립,7031166,서울한서초등학교,서울특별시서부교육지원청,4123,서울특별시 마포구 대흥로24바길 27,/ 서울한서초 (염리동),19451101,19451101,B10,20230326,37.55350809999999,126.9495356
공립,7031165,서울창천초등학교,서울특별시서부교육지원청,4102,서울특별시 마포구 백범로1길 56,/ 서울창천초등학교 (노고산동),19400129,19400401,B10,20230326,37.5547333,126.9394175
공립,7031164,서울창서초등학교,서울특별시서부교육지원청,3787,서울특별시 서대문구 연세로5나길 30-3,(창천동/ 서울창서초등학교),19611101,19611101,B10,20230326,37.5576127,126.9339632
공립,7031163,서울진관초등학교,서울특별시서부교육지원청,3303,서울특별시 은평구 진관4로 78-16,(진관동/진관초등학교),20080901,20080901,B10,20230326,37.645199,126.9293047
공립,7031162,서울증산초등학교,서울특별시서부교육지원청,3493,서울특별시 은평구 증산서길 61,(증산동),19761126,19761126,B10,20230326,37.5824301,126.9044908
공립,7031161,서울중동초등학교,서울특별시서부교육지원청,3949,서울특별시 마포구 월드컵북로 152,(성산동),19770901,19771202,B10,20230326,37.5666181,126.9113904
공립,7031160,서울인왕초등학교,서울특별시서부교육지원청,3629,서울특별시 서대문구 세무서길 33-9,(홍제동/서울인왕초등학교),19621112,19621112,B10,20230326,37.5902441,126.9453276
공립,7031159,서울응암초등학교,서울특별시서부교육지원청,3470,서울특별시 은평구 가좌로6길 20,/ 서울응암초등학교 (응암동),19621112,19621112,B10,20230326,37.5879931,126.9212763
공립,7031158,서울은평초등학교,서울특별시서부교육지원청,3382,서울특별시 은평구 은평로 239,(녹번동),19310401,19310401,B10,20230326,37.601791,126.9343984
공립,7031157,서울은진초등학교,서울특별시서부교육지원청,3311,서울특별시 은평구 진관1로 21-20,/ 은진초등학교 (진관동),20081231,20090430,B10,20230326,37.6330315,126.9211161
공립,7031156,서울은명초등학교,서울특별시서부교육지원청,3453,서울특별시 은평구 은평로4길 21-9,/ 서울은명초등학교 (응암동),20080716,20081026,B10,20230326,37.597629,126.9183842
공립,7031155,서울용강초등학교,서울특별시서부교육지원청,4136,서울특별시 마포구 백범로17길 9,(대흥동),19160426,19160426,B10,20230326,37.54911329999999,126.9440541
공립,7031154,서울염리초등학교,서울특별시서부교육지원청,4155,서울특별시 마포구 토정로37길 37,/ 서울염리초등학교 (염리동),19830803,19831122,B10,20230326,37.5424349,126.9458653
공립,7031153,서울연희초등학교,서울특별시서부교육지원청,3723,서울특별시 서대문구 연희로 136,(연희동/ 서울연희초등학교),19681207,19681207,B10,20230326,37.56920789999999,126.9338235
공립,7031152,서울연천초등학교,서울특별시서부교육지원청,3348,서울특별시 은평구 연서로34길 22,/ 연천초등학교 (불광동),19841205,19850506,B10,20230326,37.6208097,126.9293346
공립,7031151,서울연은초등학교,서울특별시서부교육지원청,3476,서울특별시 은평구 백련산로2길 35,/ 서울연은초등학교 (응암동),19831020,19831020,B10,20230326,37.5907251,126.9248081
공립,7031150,서울연신초등학교,서울특별시서부교육지원청,3338,서울특별시 은평구 연서로 347,(불광동),19760318,19760318,B10,20230326,37.6263103,126.9283771
공립,7031149,서울연광초등학교,서울특별시서부교육지원청,3342,서울특별시 은평구 연서로35길 37,/ 서울연광초등학교 (불광동),20040301,20040301,B10,20230326,37.6239685,126.9241114
공립,7031148,서울연가초등학교,서울특별시서부교육지원청,3670,서울특별시 서대문구 증가로12가길 49-50,/ 연가초등학교 (남가좌동),19721130,19730907,B10,20230326,37.5798466,126.9181248
공립,7031147,서울역촌초등학교,서울특별시서부교육지원청,3420,서울특별시 은평구 은평로3길 25,/ 서울역촌초등학교 (역촌동/서울역촌초등학교),19721201,19730316,B10,20230326,37.6016815,126.914373
공립,7031146,서울안산초등학교,서울특별시서부교육지원청,3731,서울특별시 서대문구 통일로 321,(홍제동),19360619,19371130,B10,20230326,37.5793452,126.9515294
공립,7031145,서울아현초등학교,서울특별시서부교육지원청,4117,서울특별시 마포구 굴레방로 6,(아현동),19250402,19250402,B10,20230326,37.5554163,126.9561352
공립,7031144,서울신석초등학교,서울특별시서부교육지원청,4090,서울특별시 마포구 대흥로 33,/ 서울신석초등학교 (신수동),19640310,19640310,B10,20230326,37.5438625,126.9377264
공립,7031143,서울신사초등학교,서울특별시서부교육지원청,3442,서울특별시 은평구 가좌로 275-2,/ 서울신사초등학교 (신사동),19801024,19801024,B10,20230326,37.592728,126.9122874
공립,7031142,서울신북초등학교,서울특별시서부교육지원청,3941,서울특별시 마포구 월드컵북로38길 26,/ 서울신북초등학교 (중동),19821101,19821111,B10,20230326,37.5709938,126.9047529
공립,7031141,서울신도초등학교,서울특별시서부교육지원청,3310,서울특별시 은평구 진관1로 77-23,/ 서울신도초등학교 (진관동),19281201,19281201,B10,20230326,37.6328578,126.9291221
공립,7031140,서울수색초등학교,서울특별시서부교육지원청,3489,서울특별시 은평구 수색로16길 21,(수색동),19350401,19350401,B10,20230326,37.58497029999999,126.8954572
공립,7031139,서울소의초등학교,서울특별시서부교육지원청,4202,서울특별시 마포구 마포대로24길 42,(아현동/소의초등학교),19330501,19451101,B10,20230326,37.5522106,126.9608226
공립,7031138,서울성원초등학교,서울특별시서부교육지원청,3939,서울특별시 마포구 월드컵로36길 34,(성산동),19861022,19861021,B10,20230326,37.5670857,126.9048783
공립,7031137,서울성서초등학교,서울특별시서부교육지원청,3968,서울특별시 마포구 성미산로7길 24,(성산동),19831203,19840523,B10,20230326,37.5604635,126.9114021
공립,7031136,서울성산초등학교,서울특별시서부교육지원청,4023,서울특별시 마포구 양화로3길 94,/ 서울성산초등학교 (합정동),19690301,19690301,B10,20230326,37.5532843,126.9110812
공립,7031135,서울서신초등학교,서울특별시서부교육지원청,3444,서울특별시 은평구 은평터널로 150,(신사동),20050301,20050428,B10,20230326,37.5923977,126.9075339
공립,7031134,서울서교초등학교,서울특별시서부교육지원청,4054,서울특별시 마포구 와우산로23길 20-27,(서교동),19620712,19620712,B10,20230326,37.5547819,126.9250399
공립,7031133,서울서강초등학교,서울특별시서부교육지원청,4067,서울특별시 마포구 독막로 113,(상수동/서강초등학교),19370401,19380607,B10,20230326,37.54824929999999,126.9267501
공립,7031132,서울상지초등학교,서울특별시서부교육지원청,3905,서울특별시 마포구 월드컵로42길 30,/ 서울상지초등학교 (상암동),20070605,20070605,B10,20230326,37.5796005,126.8822538
공립,7031131,서울상암초등학교,서울특별시서부교육지원청,3912,서울특별시 마포구 월드컵북로 353,(상암동/상암초등학교),19720710,19720710,B10,20230326,37.5760868,126.8921932
공립,7031130,서울상신초등학교,서울특별시서부교육지원청,3439,서울특별시 은평구 가좌로 361,(신사동),19820707,19821111,B10,20230326,37.597446,126.9052496
공립,7031129,서울불광초등학교,서울특별시서부교육지원청,3358,서울특별시 은평구 불광로 51,/ 서울불광초등학교 (불광동),19620418,19620418,B10,20230326,37.6127859,126.9309581
공립,7031128,서울북한산초등학교,서울특별시서부교육지원청,3307,서울특별시 은평구 대서문길 42-3,/ 서울북한산초등학교 (진관동),19661206,19670325,B10,20230326,37.652294,126.9523279
공립,7031127,서울북성초등학교,서울특별시서부교육지원청,3769,서울특별시 서대문구 북아현로1나길 22,(북아현동/ 북성초등학교),19411101,19411101,B10,20230326,37.5592385,126.9519867
공립,7031126,서울북가좌초등학교,서울특별시서부교육지원청,3714,서울특별시 서대문구 거북골로19길 20,(북가좌동/ 서울북가좌초등학교),19681223,19690324,B10,20230326,37.5778615,126.9077309
공립,7031125,서울미동초등학교,서울특별시서부교육지원청,3740,서울특별시 서대문구 충정로 52,(미근동/ 서울미동초등학교),18960501,18960501,B10,20230326,37.5631257,126.9661023
공립,7031124,서울망원초등학교,서울특별시서부교육지원청,3955,서울특별시 마포구 방울내로5길 28,(망원동/ 망원초등학교),19831231,19841026,B10,20230326,37.5607029,126.9010613
공립,7031123,서울마포초등학교,서울특별시서부교육지원청,4171,서울특별시 마포구 도화2길 64,/ 서울 마포초등학교 (도화동),19100624,19110612,B10,20230326,37.5385766,126.9490889
공립,7031122,서울동교초등학교,서울특별시서부교육지원청,3959,서울특별시 마포구 월드컵로25길 86,/ 동교초등학교 (망원동),19740901,19750418,B10,20230326,37.5582866,126.9026591
공립,7031121,서울대조초등학교,서울특별시서부교육지원청,3388,서울특별시 은평구 연서로18길 17,(대조동),19670915,19671124,B10,20230326,37.6128914,126.9195816
공립,7031120,서울대은초등학교,서울특별시서부교육지원청,3391,서울특별시 은평구 통일로69길 12-15,/ 서울대은초등학교 (대조동),19821008,19821008,B10,20230326,37.611844,126.9262037
공립,7031119,서울대신초등학교,서울특별시서부교육지원청,3767,서울특별시 서대문구 이화여대2길 27,(대현동/ 서울대신초등학교),19650310,19650310,B10,20230326,37.5579493,126.9476992
공립,7031118,서울녹번초등학교,서울특별시서부교육지원청,3380,서울특별시 은평구 녹번로1길 1,(녹번동/ 서울녹번초등학교),19820924,19820924,B10,20230326,37.604156,126.9262948
공립,7031117,서울금화초등학교,서울특별시서부교육지원청,3735,서울특별시 서대문구 통일로 165,(천연동/서울금화초등학교),19240324,19240401,B10,20230326,37.5686444,126.9631731
공립,7031116,서울구현초등학교,서울특별시서부교육지원청,3428,서울특별시 은평구 갈현로15길 51,(구산동/구현초등학교),20081231,20090427,B10,20230326,37.6092825,126.9058435
공립,7031115,서울구산초등학교,서울특별시서부교육지원청,3426,서울특별시 은평구 서오릉로15길 16,(구산동/ 구산초등학교),19771129,19771129,B10,20230326,37.61215809999999,126.9093323
공립,7031114,서울공덕초등학교,서울특별시서부교육지원청,4214,서울특별시 마포구 만리재옛길 13,(공덕동/ 공덕초등학교),19440411,19440411,B10,20230326,37.5457281,126.954095
공립,7031113,서울고은초등학교,서울특별시서부교육지원청,3645,서울특별시 서대문구 모래내로 441,(홍제동/ 서울고은초등학교),19711203,19711203,B10,20230326,37.5846504,126.9434987
공립,7031112,서울갈현초등학교,서울특별시서부교육지원청,3331,서울특별시 은평구 연서로29길 31,/ 갈현초등학교 (갈현동),19661202,19670313,B10,20230326,37.6192549,126.9167168
사립,7031111,명지초등학교,서울특별시서부교육지원청,3656,서울특별시 서대문구 명지2길 32-20,(홍은동),19670315,19670315,B10,20230326,37.5833752,126.9284343
사립,7031110,경기초등학교,서울특별시서부교육지원청,3746,서울특별시 서대문구 경기대로9길 10,(충정로2가/경기초등학교),19641203,19641203,B10,20230326,37.5651532,126.9628648
공립,7021205,서울양원숲초등학교,서울특별시동부교육지원청,2057,서울특별시 중랑구 양원역로 95,(망우동/ 서울양원숲초등학교),20220301,20220501,B10,20230326,37.6040289,127.1072605
공립,7021181,서울새솔초등학교,서울특별시동부교육지원청,2055,서울특별시 중랑구 신내역로1길 164,(신내동/서울새솔초등학교),20140301,20140501,B10,20230326,37.6180463,127.111391
사립,7021168,서울삼육초등학교,서울특별시동부교육지원청,2458,서울특별시 동대문구 회기로10길 63,/ 서울삼육초등학교 (회기동),19190401,19131001,B10,20230326,37.5891804,127.0478661
사립,7021121,은석초등학교,서울특별시동부교육지원청,2520,서울특별시 동대문구 장안벚꽃로 205,(장안동/ 은석초등학교),19630328,19630416,B10,20230326,37.5778873,127.0753241
공립,7021120,서울휘봉초등학교,서울특별시동부교육지원청,2511,서울특별시 동대문구 장안벚꽃로 309,(휘경동/서울휘봉초등학교),20060301,20060510,B10,20230326,37.5860882,127.0701328
공립,7021119,서울휘경초등학교,서울특별시동부교육지원청,2495,서울특별시 동대문구 망우로6길 48,(휘경동/ 서울휘경초등학교),19591010,19591010,B10,20230326,37.5857748,127.0581642
공립,7021118,서울홍파초등학교,서울특별시동부교육지원청,2479,서울특별시 동대문구 고산자로 518,(제기동),19590508,19600705,B10,20230326,37.58631190000001,127.0396423
공립,7021117,서울홍릉초등학교,서울특별시동부교육지원청,2457,서울특별시 동대문구 회기로 90,(청량리동),19670915,19671130,B10,20230326,37.5909267,127.0471277
공립,7021116,서울청량초등학교,서울특별시동부교육지원청,2452,서울특별시 동대문구 회기로25길 31,(회기동/서울청량초등학교),19370405,19370405,B10,20230326,37.5920728,127.0554806
공립,7021115,서울중흥초등학교,서울특별시동부교육지원청,2089,서울특별시 중랑구 봉화산로 82,/ 서울중흥초등학교 (중화동),19990726,19991002,B10,20230326,37.6015734,127.0842306
공립,7021114,서울중화초등학교,서울특별시동부교육지원청,2085,서울특별시 중랑구 신내로7가길 22,/ 서울중화초등학교 (신내동),19461107,19461107,B10,20230326,37.6029917,127.0946298
공립,7021113,서울중목초등학교,서울특별시동부교육지원청,2130,서울특별시 중랑구 동일로 665,/ 서울중목초등학교 (면목동),19971104,19971104,B10,20230326,37.5900264,127.0794423
공립,7021112,서울중랑초등학교,서울특별시동부교육지원청,2132,서울특별시 중랑구 봉우재로6길 26,(면목동/중랑초등학교),19720508,19720508,B10,20230326,37.5891824,127.0757822
공립,7021111,서울중곡초등학교,서울특별시동부교육지원청,2245,서울특별시 중랑구 면목로23길 20,(면목동/중곡초등학교),19670905,19670905,B10,20230326,37.5743574,127.0836385
공립,7021110,서울종암초등학교,서울특별시동부교육지원청,2574,서울특별시 동대문구 무학로44길 25,(제기동),19220708,19220708,B10,20230326,37.5818988,127.0311867
공립,7021109,서울전동초등학교,서울특별시동부교육지원청,2508,서울특별시 동대문구 전농로16길 61,/ 서울전동초등학교 (전농동),19681206,19690520,B10,20230326,37.5789529,127.0613852
공립,7021108,서울전농초등학교,서울특별시동부교육지원청,2541,서울특별시 동대문구 사가정로 66,/ 서울전농초등학교 (전농동),19420408,19420408,B10,20230326,37.57448530000001,127.0543724
공립,7021107,서울전곡초등학교,서울특별시동부교육지원청,2505,서울특별시 동대문구 전농로 172,(전농동),19590508,19610406,B10,20230326,37.580487,127.0565035
공립,7021106,서울장평초등학교,서울특별시동부교육지원청,2523,서울특별시 동대문구 답십리로,/ 69길 27 (전농동),19800404,19800404,B10,20230326,37.574081,127.0587743
공립,7021105,서울이문초등학교,서울특별시동부교육지원청,2411,서울특별시 동대문구 신이문로 16,(이문동/ 서울이문초등학교),19670711,19670906,B10,20230326,37.6024281,127.0645358
공립,7021104,서울원묵초등학교,서울특별시동부교육지원청,2022,서울특별시 중랑구 숙선옹주로 109,/ 서울원묵초등학교 (묵동),19951110,19951110,B10,20230326,37.6177169,127.0860188
공립,7021103,서울용두초등학교,서울특별시동부교육지원청,2583,서울특별시 동대문구 천호대로13길 43,(용두동),19481101,19481101,B10,20230326,37.5759108,127.0289656
공립,7021102,서울안평초등학교,서울특별시동부교육지원청,2641,서울특별시 동대문구 장한로14길 61,/ 서울안평초등학교 (장안동),19900716,19901010,B10,20230326,37.5656926,127.0718822
공립,7021101,서울신현초등학교,서울특별시동부교육지원청,2075,서울특별시 중랑구 봉화산로 188,(신내동),19950105,19960301,B10,20230326,37.6056709,127.0936365
공립,7021100,서울신묵초등학교,서울특별시동부교육지원청,2011,서울특별시 중랑구 동일로149길 46,(묵동/신묵초등학교),19841205,19850507,B10,20230326,37.6071681,127.0755496
공립,7021099,서울신답초등학교,서울특별시동부교육지원청,2592,서울특별시 동대문구 천호대로 177,(답십리동/서울신답초등학교),19710901,19720509,B10,20230326,37.5730147,127.0433716
공립,7021098,서울신내초등학교,서울특별시동부교육지원청,2071,서울특별시 중랑구 용마산로125나길 22,(신내동/신내초등학교),19940105,19940506,B10,20230326,37.6042363,127.0999667
공립,7021097,서울상봉초등학교,서울특별시동부교육지원청,2096,서울특별시 중랑구 동일로126가길 11,/ 서울상봉초등학교 (상봉동),19831025,19831025,B10,20230326,37.5980763,127.083759
공립,7021096,서울봉화초등학교,서울특별시동부교육지원청,2027,서울특별시 중랑구 신내로15길 110,(신내동/봉화초등학교),19951115,19960919,B10,20230326,37.613399,127.0921394
공립,7021095,서울배봉초등학교,서울특별시동부교육지원청,2509,서울특별시 동대문구 사가정로 193,/ 배봉초등학교 (전농동),19710105,19711008,B10,20230326,37.5799291,127.0662852
공립,7021094,서울묵현초등학교,서울특별시동부교육지원청,2008,서울특별시 중랑구 동일로157길 75,/ 묵현초등학교,20040901,20041029,B10,20230326,37.6089797,127.0736424
공립,7021093,서울묵동초등학교,서울특별시동부교육지원청,2050,서울특별시 중랑구 동일로138길 27,/ 서울묵동초등학교 (중화동),19721025,19721025,B10,20230326,37.6039693,127.081321
공립,7021092,서울면중초등학교,서울특별시동부교육지원청,2193,서울특별시 중랑구 용마산로70길 43,/ 서울면중초등학교 (면목동),19760605,19760605,B10,20230326,37.5821737,127.0969242
공립,7021091,서울면일초등학교,서울특별시동부교육지원청,2184,서울특별시 중랑구 용마산로100길 13,/ 면일초등학교 (망우동),19830421,19830421,B10,20230326,37.5919801,127.0993753
공립,7021090,서울면북초등학교,서울특별시동부교육지원청,2180,서울특별시 중랑구 용마공원로5길 32,/ 서울면북초등학교 (망우동),19830701,19831026,B10,20230326,37.5942577,127.1034907
공립,7021089,서울면목초등학교,서울특별시동부교육지원청,2160,서울특별시 중랑구 면목로 434,(면목동),19300401,19441112,B10,20230326,37.5912359,127.0877097
공립,7021088,서울면동초등학교,서울특별시동부교육지원청,2220,서울특별시 중랑구 면목로57길 32,(면목동/ 면동초등학교),19780901,19780901,B10,20230326,37.5852697,127.0866741
공립,7021087,서울면남초등학교,서울특별시동부교육지원청,2251,서울특별시 중랑구 면목로30나길 38,(면목동/면남초등학교),19820701,19831019,B10,20230326,37.5772297,127.0881007
공립,7021086,서울망우초등학교,서울특별시동부교육지원청,2179,서울특별시 중랑구 망우로72길 49,/ 서울망우초등학교 (망우동),19760820,19770506,B10,20230326,37.5983289,127.1034359
공립,7021085,서울동원초등학교,서울특별시동부교육지원청,2061,서울특별시 중랑구 송림길 114,/ 서울동원초등학교 (망우동),19910121,19910504,B10,20230326,37.6049029,127.1049361
공립,7021084,서울동답초등학교,서울특별시동부교육지원청,2609,서울특별시 동대문구 답십리로60길 12,(답십리동/서울동답초등학교),19831203,19840523,B10,20230326,37.5719683,127.0645838
공립,7021083,서울답십리초등학교,서울특별시동부교육지원청,2601,서울특별시 동대문구 전농로3길 23,/ 서울답십리초등학교 (답십리동),19620201,19621129,B10,20230326,37.5688678,127.0556519
공립,7021082,서울군자초등학교,서울특별시동부교육지원청,2632,서울특별시 동대문구 한천로6길 21,/ 서울군자초등학교 (장안동),19730106,19731122,B10,20230326,37.5642058,127.0613158
사립,7021080,금성초등학교,서울특별시동부교육지원청,2028,서울특별시 중랑구 신내로21길 55,/ 금성초등학교 (신내동),19650607,19650626,B10,20230326,37.6150762,127.0896428
사립,7021079,경희초등학교,서울특별시동부교육지원청,2447,서울특별시 동대문구 경희대로 26,/ 경희초등학교 (회기동/ 경희대학교),19610331,19610518,B10,20230326,37.5967122,127.0513948
